,school_name,school_city,school_score,school_post_code,address
1133,McMurrich,Toronto,6.7,M6G3S8,115 Winona Dr
1134,Mount Albion,Stoney Creek,6.7,L8J2E5,24 Kennard Street
1135,Newcastle,Newcastle,6.7,L1B1M5,50 Glass Crt Box 12
1136,Norman G. Powers,Oshawa,6.7,L1K3B5,1555 Coldstream Drive
1137,Nor'wester View,Thunder Bay,6.7,P7J1C8,1946 Mountain Rd
1138,Our Lady of Providence,Brampton,6.7,L6R1B9,35 Black Oak Dr
1139,P. L. Robertson,Milton,6.7,L9T2C9,840 Scott Blvd.
1140,Regal Road,Toronto,6.7,M6H2J6,95 Regal Rd
1141,Rideau Vista,Westport,6.7,K0G1X0,9921 County Road #42  42
1142,Roberta Bondar,Brampton,6.7,L6Y5N2,30 PANTOMINE BLVD
1143,Ross,Welland,6.7,L3C1K9,358 Niagara St
1144,Saint-Antoine,Tecumseh,6.7,N8N1X6,1317 chemin Lesperance
1145,Saint-Jean-Bosco,Caledon,6.7,L7C4C3,55 Abbotside
1146,Shaw,Brampton,6.7,L6R3K2,10 Father Tobin Rd
1147,Sir William Osler,Dundas,6.7,L9H5P8,330 Governor's Road
1148,Southwood Park,Ajax,6.7,L1S1M5,28 Lambard Cres
1149,St Agnes,Brampton,6.7,L6Z4G6,103 Richvale Dr S
1150,St Andrew's,St. Andrew's West,6.7,K0C2A0,17283 County Road 18 40 17283
1151,St Anthony,St Catharines,6.7,L2S1Z2,81 Rykert St
1152,St Elizabeth Ann Seton,Nepean,6.7,K2J2Z8,41 Weybridge Dr
1153,St Hubert,North Bay,6.7,P1B8M2,850 Lorne Ave
1154,St Ignatius of Loyola,Toronto,6.7,M1S4B4,2350 McCowan Rd
1155,St Jean Brebeuf,Brampton,6.7,L6S1L8,63 Glenforest Rd
1156,St Jerome,Toronto,6.7,M3J1P5,111 Sharpecroft Blvd
1157,St John the Apostle,Nepean,6.7,K2H7C5,30 Costello Avenue
1158,St Joseph,Tilbury,6.7,N0P2L0,43 St Clair St Box 368
1159,St Joseph The Worker,Thornhill,6.7,L4J5Y6,475 Brownridge Dr
1160,St Josephine Bakhita,Brampton,6.7,L7A0J2,430 Van Kirk Drive
1161,St Joseph's,Gananoque,6.7,K7G1M9,235 Georgiana St
1162,St Peter,St Catharines,6.7,L2T2B7,7 Aberdeen Circle
1163,St Teresa of Avila,Elmira,6.7,N3B1G5,89 First St W  69
1164,St Vincent's,Oakville,6.7,L6J2A4,1280 Braeside Dr
1165,St. Basil,Brantford,6.7,N3T0G5,365 Blackburn Drive
1166,Walter Zadow,Arnprior,6.7,K7S1X2,79 Ottawa St
1167,Westney Heights,Ajax,6.7,L1T1X5,45 Brennan Rd
1168,Williamson Road,Toronto,6.7,M4E1K5,24 Williamson Rd
1169,Winchester,Winchester,6.7,K0C2K0,547 Louise Street South 280
1170,Archbishop O'Sullivan,Kingston,6.6,K7P1A3,974 Pembridge Cres
1171,Barrhaven,Nepean,6.6,K2J1B7,80 Larkin Dr
1172,Birch Cliff Heights,Toronto,6.6,M1N2J1,120 Highview Ave
1173,Blantyre,Toronto,6.6,M1N2S4,290 Blantyre Ave
1174,Blessed Sacrament,Burford,6.6,N0E1A0,185 King St W Box 370
1175,Bluewater Coast,Hensall,6.6,N0M1X0,85 York Street 130
1176,C R Gummow,Cobourg,6.6,K9A1H8,287 Gravely St
1177,Cataraqui Woods,Kingston,6.6,K7P2G6,1255 Birchwood Dr
1178,des Pionniers,Orléans,6.6,K4A1L8,720 prom. Merkley
1179,Des Sentiers,Orléans,6.6,K4A4C4,2159 rue Nantes
1180,Earl Beatty,Toronto,6.6,M4C3J6,55 Woodington Ave
1181,Eastwood,Windsor,6.6,N8R1X8,3555 Forest Glade Dr
1182,Eldorado,Brampton,6.6,L6Y0T7,25 Wardsville Drive
1183,Ellen Fairclough,Markham,6.6,L3S4K9,33 Brando Avenue
1184,Exeter,Exeter,6.6,N0M1S1,93 VICTORIA ST E 599
1185,Father Michael McGivney,Brampton,6.6,L5R2P7,450 Fernforest Dr
1186,Forest Glen,New Hamburg,6.6,N3A1S9,437 Waterloo St
1187,Garrison Road,Fort Erie,6.6,L2A1N9,1110 Garrison Rd
1188,Glad Park,Stouffville,6.6,L4A1E5,300 Glad Park Ave
1189,Gordon,Welland,6.6,L3C3W6,468 Thorold Rd W
1190,Guildwood,Toronto,6.6,M1E1L8,225 Livingston Rd
1191,Holy Cross,Toronto,6.6,M4J3R7,299AA Donlands Ave
1192,Innisfil Central,Lefroy,6.6,L0L1W0,2075 5th Line RR 1
1193,James Hillier,Brantford,6.6,N3R4W8,62 Queensway Dr
1194,Johnny Lombardi,Woodbridge,6.6,4C3,350 Lawford Rd.
1195,Joseph Gould,Uxbridge,6.6,L9P1M6,144 Planks Lane Box 579
1196,Joyce,Toronto,6.6,M6B2S9,26 Joyce Pkwy
1197,Kemptville,Kemptville,6.6,K0G1J0,215 Reuben Crescent Box 70
1198,Maple Leaf,Toronto,6.6,M6L2V4,301 Culford Rd
1199,Martin Street,Milton,6.6,L9T2R4,184 Martin St
1200,McClure,Brampton,6.6,L6X5M8,50 Parity Road
1201,Monsignor O'Donoghue,Peterborough,6.6,K9L1R4,2400 Marsdale Dr
1202,Mother Teresa,Hamilton,6.6,L8W3E8,1 Rexford Dr
1203,Mountview,Hamilton,6.6,L9C5M5,59 Karen Crescent
1204,Ontario,Thorold,6.6,L2V1A8,550 Allanburg Rd
1205,Our Lady of Fatima,Brampton,6.6,L6X1X1,39 Sunset Blvd
1206,Park Avenue,Holland Landing,6.6,L9N1H5,36 Sunrise St
1207,Regency Acres,Aurora,6.6,L4G2C7,123 Murray Dr
1208,Richmond Street,Thorold,6.6,L2V3H3,153 Richmond St
1209,Romeo Dallaire,Ajax,6.6,L1Z0H6,300 Williamson Drive East
1210,Russell,Russell,6.6,K4R1E1,14 Mill Street
1211,Sacred Heart,Sarnia,6.6,N7V3J1,1411 Lecaron Ave
1212,Saint-René-Goupil,Guelph,6.6,N1G3A1,221 promenade Scottsdale
1213,Sheppard,Kitchener,6.6,N2H1G2,278 Weber St E
1214,Smithson,Kitchener,6.6,N2B1G7,150 Belleview Ave
1215,St Anthony's,Kincardine,6.6,N2Z1R1,709 Russell St
1216,St Catherine of Siena,Mississauga,6.6,L5B1N1,2350 Hurontario St S
1217,St Clare,Mississauga,6.6,L5L2Z3,4140 Glen Erin Dr
1218,St Clare,Toronto,6.6,M6E3K4,124 Northcliffe Blvd
1219,St Francis of Assisi,Newcastle,6.6,L1B1E2,1774 Rudell Rd
1220,St Gabriel Lalemant,Niagara Falls,6.6,L2J1L4,6121 Vine St
1221,St George,Crystal Beach,6.6,L0S1B0,3800 Wellington Rd
1222,St George,London,6.6,N6K2J1,375 Lynden Cres
1223,St George-German,St George,6.6,N0E1N0,3 College St 130
1224,St Hilary,Mississauga,6.6,L5R2N4,5070 Fairwind Dr
1225,St Isaac Jogues,Toronto,6.6,M3A1Z8,1330 York Mills Rd
1226,St Joachim,Ancaster,6.6,L9G4V6,75 Concerto Crt
1227,St Joseph,Richmond Hill,6.6,L4C2H4,301 Roney Ave
1228,St Josephine Bakhita,Ajax,6.6,L1T0B4,51 Williamson Dr E
1229,St Jude,Mississauga,6.6,L4Z3J6,175 Nahani Way
1230,St Monica,Nepean,6.6,K2G1G6,2000 Merivale Rd
1231,St Peter's,Milton,6.6,L9T4A3,700 Woodward Ave
1232,St Philip,Richmond,6.6,K0A2Z0,79 Maitland St Box 129
1233,St Richard,Toronto,6.6,M1H1H1,960 Bellamy Rd N
1234,St Ursula,Brampton,6.6,L6X5C1,11 Dwellers Rd
1235,St. Daniel Comboni,Brampton,6.6,L7A3Z7,120 Veterans Drive
1236,St. Joseph,Douro,6.6,K0L1S0,405 4th Line  405 4th Line
1237,Sts Peter & Paul,Mississauga,6.6,L4Z1K2,4205 Woodington Dr
1238,Thomas D'Arcy McGee,Gloucester,6.6,K1J7C2,635 Laverendrye Dr
1239,Tony Pontes,Mississauga,6.6,L5R1C6,5650 Hurontario Street
1240,Venerable John Merlini,Toronto,6.6,M9L1G9,123 Whitfield Ave
1241,W C Little,Barrie,6.6,L4N9M9,11 Bear Creek Dr
1242,William Armstrong,Markham,6.6,L3P3G6,11 Major Buttons Dr
1243,Williamstown,Williamstown,6.6,K0C2J0,19754 County Road 17 100
1244,Winchester,Brooklin,6.6,L1M1E8,70 Watford St
1245,A Lorne Cassidy,Stittsville,6.5,K2S1G8,27 Hobin St
1246,Alexander's,Burlington,6.5,L7L0B9,2223 Sutton Drive
1247,Aurora Heights,Aurora,6.5,L4G2X5,85 Tecumseh Dr
1248,Berner Trail,Toronto,6.5,M1B1B3,120 Berner Trail
1249,Boyne,Milton,6.5,L9E0B5,1110 Farmstead Drive
1250,Bridlewood,Kanata,6.5,K2M1G2,63 Bluegrass Dr
1251,C H Norton,Burlington,6.5,L7M4B6,2120 Cleaver Ave
1252,Caradoc North,Strathroy,6.5,N7G3H3,8041 Scotchmere Dr
1253,Centennial Central,Arva,6.5,N0M1C0,14774 Medway Rd
1254,Charlottetown,Toronto,6.5,M1C2C7,85 Charlottetown Blvd
1255,Chemong,Bridgenorth,6.5,K0L1H0,1029 Gore Street Box 470
1256,Churchill Alternative,Ottawa,6.5,K2A0J5,345 Ravenhill Ave
1257,Corpus Christi,Thunder Bay,6.5,P7B4G4,110 Marlborough Rd
1258,Crosby Heights,Richmond Hill,6.5,L4C3K8,190 Neal Drive
1259,Donwood Park,Toronto,6.5,M1P3K5,61 Dorcot Ave
1260,Dresden Area Central,Dresden,6.5,N0P1M0,941 North St Box 260
1261,Frère André,London,6.5,N6J1W1,400 rue Base Line Ouest
1262,Half Moon Bay,Nepean,6.5,K2J6E2,3525 River Run Avenue
1263,Herman Street,Petawawa,6.5,K8H1W1,15 Herman St
1264,Holy Family,New Hamburg,6.5,N3A1K3,313 Huron St
1265,Indian Creek Road,Chatham,6.5,N7M5J5,511 Indian Creek Rd W
1266,Kimberley,Toronto,6.5,M4E2Z5,50 Swanwick Ave
1267,King George VI,Chatham,6.5,N7L2W5,227 Delaware Ave
1268,Lambton Central Centennial,Petrolia,6.5,N0N1R0,3823 Oil Heritage Rd
1269,l'Odyssée,Orléans,6.5,K1C1C3,1770 promenade Grey Nuns
1270,MacKenzie King,Kitchener,6.5,N2B3A7,51 Natchez Rd
1271,McNab,Arnprior,6.5,K7S3G8,1164 Stewartville Road
1272,Moffat Creek,Cambridge,6.5,0A8,710 Myers Rd.
1273,Monsignor Uyen,Chatham,6.5,N7L1G9,255 Lark St
1274,Morse Street,Toronto,6.5,M4M2R9,180 Carlaw Ave
1275,Nationview,South Mountain,6.5,K0E1W0,3045 County Road 1 140
1276,New Prospect,Dryden,6.5,P8N3H6,289 Wice Rd
1277,North Bridlewood,Toronto,6.5,M1W1L7,50 Collingsbrook Blvd
1278,Northridge,London,6.5,N5X1Y2,25 McLean Dr
1279,Notre-Dame-de-la-Merci,Coniston,6.5,P0M1M0,2 avenue Edward CP 270
1280,Our Lady of Peace,Stoney Creek,6.5,L8E2R1,252 Dewitt Rd
1281,Parnall,St Catharines,6.5,L2N2H7,507 Geneva St
1282,Port Rowan,Port Rowan,6.5,N0E1M0,48 College Ave Box 159
1283,Prince of Wales,Thorold,6.5,L2V3L4,40 Pine St S
1284,Princess Anne,Ingersoll,6.5,N5C1H2,210 King St E
1285,Red Maple,Richmond Hill,6.5,L4B4P9,155 Red Maple Rd
1286,Regina Mundi,Hamilton,6.5,L9C1X7,675 Mohawk Rd W
1287,Robert J Lee,Brampton,6.5,L6R1J1,160 Mountainash Rd
1288,Saint-Nicolas,Milton,6.5,L9T4A3,720 AVE WOODWARD
1289,Sir John A Macdonald,Belleville,6.5,K8P1H2,22 Harder Dr
1290,Sir William Osler,Bradford,6.5,L3Z2A4,3823 Cty Rd  88
1291,South March,Kanata,6.5,K2K0H9,1032 Klondike Road
1292,St Benedict,Toronto,6.5,M9W4K9,2202 Kipling Ave
1293,St Brigid,Brampton,6.5,L6Y2X4,81 Torrance Woods
1294,St Brigid,Stouffville,6.5,L4A5A1,223 Millard St
1295,St Charles,Bradford,6.5,L3Z2B2,691 Simcoe Rd Box 719
1296,St David,Maple,6.5,L6A1A8,240 Killian Rd
1297,St Dominic,Oakville,6.5,L6L2B1,2405 Rebecca St
1298,St Elizabeth Seton,Newmarket,6.5,L3Y8B3,960 Leslie Valley Dr
1299,St Fidelis,Toronto,6.5,M6L2S5,9 Bannerman St
1300,St Francis of Assisi,Guelph,6.5,N1K1M3,287 Imperial Rd S
1301,St Francis Xavier,Brampton,6.5,L6W2J8,111 Bartley Bull Pkwy
1302,St Isaac Jogues,Brampton,6.5,L6R2W7,300 Great Lakes Dr
1303,St Jerome,Aurora,6.5,L4G7P3,20 Bridgenorth Dr
1304,St John Bosco,Brockville,6.5,K6V7A4,12 Durham St
1305,St Joseph,Mississauga,6.5,L5M1N1,249 Church St
1306,St Margaret Mary,Woodbridge,6.5,L4L2W8,30 Margaret Mary Rd
1307,St Maria Goretti,Brampton,6.5,L6X4K9,121 Royal Orchard Dr
1308,St Patrick,Guelph,6.5,N1E5J9,391 Victoria Road North
1309,St Paul,Newmarket,6.5,L3Y1B2,140 William Roe Blvd
1310,St Paul's,Peterborough,6.5,K9H5S3,1101 Hilliard St
1311,St Theresa,Brantford,6.5,N3T5L7,12 Dalewood Ave
1312,St Ursula,Chatham,6.5,N7M2W3,426 Lacroix St
1313,St. Nicholas,London,6.5,N6K0B4,1956 Shore Rd
1314,St-Étienne,Dowling,6.5,P0M1R0,79 avenue Houle CP 310
1315,The Good Shepherd,Barrie,6.5,L4N7Y2,23 Cloughley Dr
1316,University Heights,London,6.5,N6G1H8,27 Ford Cres
1317,Valleyview Central,Ilderton,6.5,N0M2A0,10339 Ilderton Rd
1318,Vaughan Willard,Pickering,6.5,L1V1V4,1911 Dixie Rd N
1319,Westvale,Waterloo,6.5,N2T2B2,265 Westvale Dr
1320,Woodcrest,Thunder Bay,6.5,P7G1J2,867 Woodcrest Road
1321,Abbey Lane,Oakville,6.4,L6M1S4,1160 Old Abbey Lane
1322,Alliance St-Joseph,Chelmsford,6.4,P0M1L0,3634 avenue Errington CP 760
1323,Alma,Alma,6.4,N0B1A0,12 Simpson St E Box 118
1324,Beavercrest,Markdale,6.4,N0C1H0,101 Main St E Box 469
1325,Birch Cliff,Toronto,6.4,M1N1S2,1650 Kingston Rd
1326,Brownridge,Thornhill,6.4,L4J7R8,65 Brownridge Dr
1327,Cameron Street,Collingwood,6.4,L9Y2J4,575 Cameron St
1328,Chris Hadfield,Whitby,6.4,L1M0A5,160 Carnwith Drive West
1329,Corpus Christi,Ottawa,6.4,K1S2L5,157 Fourth Ave
1330,Corpus-Christi,Oshawa,6.4,L1J6L7,362 avenue Hillside
1331,Doverwood,Port Dover,6.4,N0A1N0,713 St. George St 729
1332,du Sacré-Coeur,Halton Hills,6.4,L7G5P7,34 promenade Miller
1333,Dunsford,Dunsford,6.4,K0M1L0,33 Dunsford Rd
1334,Elisabeth-Bruyère,Kanata,6.4,K2M2H4,100 prom. Stonehaven
1335,Elizabeth Simcoe,Toronto,6.4,M1E1A3,166 Sylvan Ave
1336,Elora,Elora,6.4,N0B1S0,288 Mill St E Box 490
1337,Fieldcrest,Bradford,6.4,L3Z2B5,100 Professor Day Dr Box 1149
1338,German Mills,Thornhill,6.4,L3T4R5,61 Simonston Blvd
1339,Glen Dhu,Whitby,6.4,L1R1M7,29 Fallingbrook St
1340,Gron Morgan,Thunder Bay,6.4,P7B4G4,174 Marlborough Rd
1341,Herb Campbell,Inglewood,6.4,L7C0T6,3749 King St
1342,Holy Name of Mary,Almonte,6.4,K0A1A0,110 Paterson St Box 789
1343,Holy Redeemer,Kanata,6.4,K2L3W6,75 McCurdy Dr
1344,Huronia Centennial,Elmvale,6.4,L0L1P0,28 Simcoe St
1345,J.-L.-Couroux,Carleton Place,6.4,K7C4K1,10 av. Findlay
1346,Jean-Robert Gauthier,Nepean,6.4,K2J0W7,651 prom. Chapman Mills
1347,John Sweeney,Kitchener,6.4,N2E4A1,185 Activa Ave
1348,John XXIII,Oshawa,6.4,L1H7J2,195 Athabasca St
1349,l'Ange-Gardien,North Lancaster,6.4,K0C1Z0,4831 chemin Second Line
1350,Laurier-Carrière,Nepean,6.4,K2E7P8,14 prom. Four Seasons
1351,Lord Elgin,Ajax,6.4,L1S1T6,24 Ontario St
1352,Mason Road,Toronto,6.4,M1M3R2,78 Mason Rd
1353,Michaëlle Jean,Hamilton,6.4,L0R1C0,2121 #56 Highway
1354,Mnjikaning Kendaaswin,Rama,6.4,6H6,6147 Rama Rd
1355,Mother Teresa,Courtice,6.4,L1E2B5,78 Glenabbey Dr
1356,Oakland-Scotland,Scotland,6.4,N0E1R0,15 Church St W
1357,Open Roads,Dryden,6.4,P8N1R4,20 Davis St
1358,Our Lady of Fatima,Grimsby,6.4,L3M2C3,69 Olive St
1359,Our Lady of Good Counsel,Ingleside,6.4,K0C1M0,52 Dickinson Dr 428
1360,Pierre-Elliott-Trudeau,Toronto,6.4,M6J2S4,65 rue Grace
1361,Primrose,Shelburne,6.4,L9V0B8,636064 Prince of Wales Road
1362,Reesor Park,Markham,6.4,L3P2Y5,69 Wootten Way
1363,Rideau,Kingston,6.4,K7L1N2,9 Dundas St
1364,Roger-Saint-Denis,Kanata,6.4,K2L2C7,186 crois. Barrow
1365,Roland Michener,Ajax,6.4,L1S6S2,95 Ritchie Ave
1366,Rosebank Road,Pickering,6.4,L1W2N6,591 Rosebank Rd S
1367,Roselands,Toronto,6.4,M6N4E2,990 Jane St
1368,Rousseau,Ancaster,6.4,L9G3T7,103 McNiven Road
1369,Ryerson,Burlington,6.4,L7N2Z9,565 Woodview Rd
1370,Sacred Heart,Guelph,6.4,N1E5L5,125 Huron St
1371,Saint-Noël-Chabanel,Toronto,6.4,M3M1H5,1300 avenue Wilson
1372,Saint-Paul,Lively,6.4,P3Y1M9,185 avenue 6e CP 1120
1373,Sir Isaac Brock,Brampton,6.4,L6P3V8,45 Meltwater Crescent
1374,Sparta,Sparta,6.4,N0L2H0,45885 Sparta Line Box 60
1375,St Agnes,Toronto,6.4,M2M2T2,280 Otonabee Ave
1376,St Angela Merici,Bradford,6.4,L3Z3H9,109 West Park Ave
1377,St Anne,Sarnia,6.4,N7S6K3,1000 The Rapids Pkwy
1378,St Bernadette,Mississauga,6.4,L5V1G7,1060 White Clover Way
1379,St Bernard,Whitby,6.4,L1R2A2,1000 Dryden Blvd
1380,St Francis Xavier,Stoney Creek,6.4,L8G1E6,298 8 Hwy
1381,St Isidore,Kanata,6.4,K2K1X7,1105 March Rd
1382,St Joseph,Cambridge,6.4,N3H1V2,980 Westminster Dr S
1383,St Joseph,Fergus,6.4,N1M1A1,150 Strathallan St
1384,St Jude,London,6.4,N6J2Y5,690 Viscount Rd
1385,St Kateri Tekakwitha,Oshawa,6.4,L1K2Y8,1428 Coldstream Drive
1386,St Leo,Toronto,6.4,M8V1P1,165 Stanley Ave
1387,St Luigi,Toronto,6.4,M6P3P8,2 Ruskin Ave
1388,St Luke,Mississauga,6.4,L5H4L8,1280 Cobalt St
1389,St Marks,Burlington,6.4,L7P3P4,2145 Upper Middle Rd
1390,St Martin,Ennismore,6.4,K0L1T0,531 Ennis Rd
1391,St Martin,London,6.4,N6C1N9,140 Duchess Ave
1392,St Mary,Elora,6.4,N0B1S0,251 Irvine St 158
1393,St Mary of the Angels,Vaughan,6.4,L4H0E4,351 Vellore Park Avenue
1394,St Monica,Brampton,6.4,L6Y5B6,60 Sterritt Dr
1395,St Nicholas,Bolton,6.4,L7E2W1,120 Harvest Moon Dr
1396,St Rita,Nepean,6.4,K2E6N6,1 Inverness Ave
1397,Tecumseth South Central,Tottenham,6.4,L0G1W0,2124 10TH SIDEROAD 3
1398,Vincent Massey,North Bay,6.4,P1C1N1,15 Janey Ave
1399,Adelaide Mclaughlin,Oshawa,6.3,L1J5P1,630 Stevenson Rd N
1400,Alexander Graham Bell,Ajax,6.3,L1T3T6,25 Harkins Dr
1401,All Saints,Mississauga,6.3,L5L4E8,4105 Colonial Dr
1402,Antonine Maillet,Oshawa,6.3,L1J2W3,615 av Ridgeway
1403,Baxter Central,Egbert,6.3,L0L1N0,62 Denney Dr
1404,Brighton,Brighton,6.3,K0K1H0,24 Elizabeth St Box 9100
1405,Canadian Martyrs,Mississauga,6.3,L5A3R7,1185 Mississauga Valley Blvd
1406,Caradoc Central,Mt. Brydges,6.3,N0L1W0,714 Bowen St Box 244
1407,Cardinal Leger,Toronto,6.3,M1C4Y1,600 Morrish Rd
1408,Central,Kingston,6.3,K7K3M3,237 Sydenham St
1409,Central Perth,Sebringville,6.3,N0K1X0,4663 Road 135
1410,Cité-Jeunesse,Trenton,6.3,K8V1E4,30 avenue Fullerton
1411,Clarksdale,Burlington,6.3,L7P1C6,2399 Mountainside Dr
1412,Credit Meadows,Orangeville,6.3,L9W4V2,220 Blind Line
1413,Dr John Seaton,Sheffield,6.3,L0R1Z0,1279 Seaton Road
1414,Dublin Heights,Toronto,6.3,M3H2K2,100 Bainbridge Ave
1415,Ellengale,Mississauga,6.3,L5C1Z7,3480 Ellengale Dr
1416,Esten Park,Elliot Lake,6.3,P5A3B4,115 Hergott Ave
1417,Father John Kelly,Maple,6.3,L6A1P4,9350 Keele St
1418,Félix-Leclerc,Toronto,6.3,M9R3N3,50 promenade Celestine
1419,Gatestone,Stoney Creek,6.3,L8J3Z5,127 Gatestone Drive
1420,Gregory A Hogan,Sarnia,6.3,N7S6G9,1825 Hogan Dr
1421,Highgate,Markham,6.3,L3R3R5,35 Highgate Dr
1422,Holy Spirit,Stittsville,6.3,K2S1A6,1383 Main St Box 489
1423,James S Bell,Toronto,6.3,M8W3E9,90 Thirty First St
1424,Jean-Ethier-Blais,Sudbury,6.3,P3A2A8,2190 boul Lasalle
1425,Jeanne Sauvé,Stratford,6.3,N5A3P6,8 Grange St
1426,John Marshall,Niagara Falls,6.3,L2J2R3,3910 St James Ave
1427,La Mosaïque,Toronto,6.3,M4J1Y3,80 av Queensdale
1428,Lakeroad,Sarnia,6.3,N7V2V3,955 Lakeshore Rd
1429,Lakeview,Nepean,6.3,K2H7V4,35 Corkstown Rd
1430,Lord Dufferin,Toronto,6.3,M5A2Z7,350 Parliament St
1431,Monsignor Paul Baxter,Nepean,6.3,K2J4W1,333 Beatrice Dr
1432,Mooretown-Courtright,Mooretown,6.3,N0N1M0,104 Moore Line
1433,North Easthope,Stratford,6.3,N5A6S2,"4672 Line 43, Road 108"
1434,North Perth Westfield,Listowel,6.3,0G3,955 Binning Street West
1435,Notre Dame,Orillia,6.3,L3V6H2,140 Atlantis Dr.
1436,Orchard Park,Orillia,6.3,L3V3T4,24 Calverley St
1437,Ormiston,Whitby,6.3,L1R1T5,20 Forest Heights St
1438,Otonabee Valley,Peterborough,6.3,K9J1E7,580 River Rd S
1439,Park Dale,Belleville,6.3,K8P4J3,73 Poplar St
1440,Pierre-Elliott-Trudeau,Nepean,6.3,K2J4X1,601 prom. Longfields
1441,Pleasant,Toronto,6.3,M2R2R1,288 Pleasant Ave
1442,Poplar Road,Toronto,6.3,M1E1S4,66 Dearham Wood
1443,River Oaks,Oakville,6.3,L6H3S9,2173 Munn's Ave
1444,Rockford,Toronto,6.3,M2R3A7,60 Rockford Rd
1445,Sainte-Félicité,Clarence Creek,6.3,K0A1N0,1647 rue Landry
1446,Saint-Grégoire,Vankleek Hill,6.3,K0B1R0,50 rue Home C.P. 370
1447,Saint-Mathieu,Hammond,6.3,K0A2A0,3155 chemin Gendron
1448,Sandhills,Kitchener,6.3,N2N3J2,1250 Victoria St S
1449,Scott Central,Sandford,6.3,L0C1E0,421 Reg Rd 11
1450,Shirley Street,Toronto,6.3,M6K1S9,38 Shirley St
1451,St Anne,Kitchener,6.3,N2H1Z4,250 East Ave
1452,St Anthony,Ottawa,6.3,K1R7K5,391 Booth St
1453,St Brendan,Stouffville,6.3,L4A0Z6,751 Hoover Park Drive
1454,St Christopher,Oshawa,6.3,L1J2Y5,431 Annapolis Ave
1455,St Francis de Sales,Ajax,6.3,L1S6B3,72 Church St S
1456,St Gabriel,Burlington,6.3,L7P1S9,2227 Parkway Dr
1457,St John the Baptist,Bolton,6.3,L7E2K4,299 Landsbridge St
1458,St Joseph,Corunna,6.3,N0N1G0,535 Birchbank Drive Box 670
1459,St Josephs,Dryden,6.3,P8N1S5,185 Parkdale Rd
1460,St Jude's,Vankleek Hill,6.3,K0B1R0,5355 Highway 34
1461,St Louis,Keewatin,6.3,P0X1C0,420 Eighth St Box 520
1462,St Mark,Toronto,6.3,M8Y1T4,45 Cloverhill Rd
1463,St Martha,Kingston,6.3,K7K7C2,455 St Martha St
1464,St Paschal Baylon,Toronto,6.3,M2M1X6,15 St Paschal Crt
1465,St Theresa,Cumberland,6.3,K4A4M9,2000 Portobello Blvd
1466,Stonehaven,Newmarket,6.3,L3X2K3,875 Stonehaven Ave
1467,Tecumseh,London,6.3,N6C1T4,401 Tecumseh Ave E
1468,Warren Park,Toronto,6.3,M6S4P4,135 Varsity Rd
1469,Aberfoyle,Guelph,6.2,N1H6H9,16 Old Brock Rd
1470,Académie de la Tamise,London,6.2,N5W5P2,1260 rue Dundas
1471,Alliston Union,Alliston,6.2,0G3,211 Church Street
1472,Alta Vista,Ottawa,6.2,K1H7R2,1349 Randall Ave
1473,Amabel-Sauble,Sauble Beach,6.2,N0H2G0,555 Sauble Falls Parkway
1474,Armadale,Markham,6.2,L3S2J4,11 Coppard Ave
1475,Blue Willow,Woodbridge,6.2,L4L9E1,250 Blue Willow Dr
1476,Bruce,Toronto,6.2,M4M2Y6,51 Larchmount Ave
1477,Bruce Peninsula,Lion's Head,6.2,N0H1W0,5 Moore St Box 178
1478,Buckhorn,Buckhorn,6.2,1J0,1783 Lakehurst Rd.
1479,Cardinal Newman,Niagara Falls,6.2,L2H1R4,8120 Beaverdams Rd
1480,Cartwright Central,Blackstock,6.2,L0B1B0,10 Alexander St Box 190 Cartwright Central Public School
1481,Charles Howitt,Richmond Hill,6.2,L4C6T7,30 Pearson Ave
1482,Cherrywood Acres,Niagara Falls,6.2,L2E6L4,4635 Pettit Ave
1483,Coronation,Oshawa,6.2,L1G2A4,441 Adelaide Ave E
1484,Corpus Christi,Mississauga,6.2,L5B3N4,4155 Elora Dr
1485,East Mersea,Wheatley,6.2,N0P2P0,547 Mersea Rd 21
1486,East Oro,Hawkestone,6.2,L0L1T0,744 11th Line N  RR 1
1487,Edna Staebler,Waterloo,6.2,N2T3A3,450 Bernay Dr
1488,Father Daniel Zanon,Mississauga,6.2,L5B4J3,450 Hillcrest Ave
1489,Ferndale Woods,Barrie,6.2,L4N8A1,170 Ferndale Dr S
1490,Front of Yonge,Mallorytown,6.2,K0E1R0,1504 County Road #2 Box 10
1491,Frontenac,Burlington,6.2,L7L3V4,5140 Pinedale Ave
1492,Gabrielle-Roy,Toronto,6.2,M5A2N7,14 rue Pembroke
1493,Grand Avenue,Grimsby,6.2,L3M2R7,14 Grand Ave
1494,Heximer Avenue,Niagara Falls,6.2,L2G4T1,6727 Heximer Ave
1495,Holland Landing,Holland Landing,6.2,L9N1C5,16 Holland River Blvd
1496,Holy Family,Thunder Bay,6.2,P7K1H7,2075 Rosslyn Road
1497,Holy Rosary,Milton,6.2,L9T2R3,141 Martin St
1498,Innerkip Central,Innerkip,6.2,N0J1M0,180 Coleman St Box 40
1499,Lake Simcoe,Innisfil,6.2,2A6,1701 Webster Blvd
1500,Lakeshore Discovery,Emeryville,6.2,N0R1C0,376 I C Roy Blvd 408
1501,LaSalle,LaSalle,6.2,N9J3T3,1600 Mayfair Ave
